Tijdstempel,programme,course_ML,course_retrieval,course_statistics,course_databases,gender,ChatGPT,birthday,students_in_room,prev_answer_stand,stress_level,sports_per_week,random_number,bed_time,good_day_(1),good_day_(2)
2023-04-04 12:11:43,AI,0,0,1,0,1,1,1996-02-06,600,0,20,1,666,0:20:00,4,0
2023-04-04 12:11:43,BA,1,0,1,1,2,0,1996-02-06,228,0,0,20,3,22:53:00,1,4
2023-04-04 12:11:43,AI,1,1,1,1,2,0,1998-08-04,280,0,65,1,4,22:00:00,4,5
2023-04-04 12:11:44,CS,1,0,1,1,1,0,1998-08-04,400,0,80,5,94,2:00:00,6,6
2023-04-04 12:11:44,CS,0,0,1,1,2,1,1998-08-04,260,1,88,0,77,2:00:00,4,6
2023-04-04 12:11:44,BA,1,0,1,1,2,1,1998-03-29,326,1,80,10,3,23:30:00,4,3
2023-04-04 12:11:45,CS,1,0,0,1,7,8,1998-03-29,230,1,80,3,No,1:00:00,6,6
2023-04-04 12:11:46,AI,0,0,1,0,1,1,1998-03-29,280,0,50,8,16533333,0:30:00,4,0
2023-04-04 12:11:47,CS,0,0,1,0,1,1,1997-08-18,550,0,7,4,82,0:00:00,1,1
2023-04-04 12:11:47,BA,1,0,1,1,1,1,1997-08-18,500,0,0,8,11,3:00:00,6,1
2023-04-04 12:11:49,3rd Gr,1,1,1,1,1,1,1997-08-18,436,0,0,53,"RandomStream RNG, RNG.nextInt()",3:00:00,1,6
2023-04-04 12:11:50,CS,1,1,1,1,2,1,1997-08-18,250,0,60,20,214876378,2:00:00,5,3
2023-04-04 12:11:54,BA,1,1,1,1,1,1,1999-12-31,350,0,33,5,102,1:00:00,5,3
2023-04-04 12:11:55,AI,1,1,1,1,1,1,1997-10-27,305,0,17,3,2323,0:40:00,4,2
2023-04-04 12:11:55,AI,1,1,1,1,2,0,1999-07-13,312,0,40,5,12,1:00:00,4,5
2023-04-04 12:11:56,AI,0,0,1,0,1,0,1998-08-08,623,0,40,3,2,23:20:00,2,1
2023-04-04 12:11:56,CS,1,0,1,1,2,1,1993-09-09,500,0,100,3,8512,1:30:00,4,3
2023-04-04 12:11:58,AI,1,1,1,0,7,1,1993-09-09,205,0,20,6,37,23:17:00,3,5
2023-04-04 12:11:59,BA,1,1,1,1,1,1,2000-10-26,567,0,20,6,Random(),23:17:00,4,6
2023-04-04 12:12:00,CS,1,0,1,1,1,1,2000-10-26,340,0,60,10,42,3:00:00,5,6
2023-04-04 12:12:00,BA,1,0,1,0,2,1,2000-10-26,500,0,0,3,68,2:00:00,3,1
2023-04-04 12:12:02,Data Eng,1,0,0,1,1,1,2000-01-24,100,0,75,8,24,23:00:00,1,1
2023-04-04 12:12:02,BA,1,1,1,1,1,1,2000-09-14,421,0,53,8,69,23:00:00,1,3
2023-04-04 12:12:02,BA,1,0,1,1,2,0,2000-09-14,200,0,10,5,78.5,22:30:00,#N/A,1
2023-04-04 12:12:03,AI,1,0,1,1,6,1,2000-09-14,200,0,10,7,13,0:00:00,5,6
2023-04-04 12:12:04,CS,1,1,1,1,1,1,2001-02-12,350,0,20,6,69420,0:00:00,3,4
2023-04-04 12:12:05,CS,1,1,1,1,1,1,2000-09-28,250,0,80,3,3141592654,2:30:00,5,4
2023-04-04 12:12:05,Comp Sci,1,0,1,0,1,1,2000-09-28,201,0,75,0,42,23:00:00,3,0
2023-04-04 12:12:05,AI,1,0,1,1,1,8,1999-01-15,200,0,20,6,4,0:00:00,1,3
2023-04-04 12:12:09,Comp Sci,0,0,1,0,1,0,1999-01-15,369,0,10,10,174992743767170986614528561693140082645737811577316442052874391266145328098797068772670943298606528943020417807882457877805860481666847236524317914123650458034510555953589450116267181781741717063836106752,3:00:00,1,1
2023-04-04 12:12:16,Comp Sci,0,0,1,0,1,1,1997-11-06,300,0,25,2,3,0:30:00,3,4
2023-04-04 12:12:16,Finance,1,0,1,1,2,0,2000-07-10,428,0,44,7,7,23:45:00,4,3
2023-04-04 12:12:17,CS,1,0,1,1,1,1,1999-11-02,280,1,75,3,373629566,2:30:00,5,3
2023-04-04 12:12:17,PHD,1,1,1,1,1,0,1997-08-28,300,0,60,4,3,23:45:00,1,3
2023-04-04 12:12:18,CS,0,0,1,0,2,0,1997-09-27,300,0,25,3,1,1:00:00,4,1
2023-04-04 12:12:19,BA,1,1,1,1,1,1,2001-04-28,300,0,0,3,7,2:00:00,6,1
2023-04-04 12:12:20,CS,1,0,1,0,2,1,2001-04-28,300,0,70,1,8,3:00:00,4,0
2023-04-04 12:12:20,CS,1,0,1,0,2,0,2001-04-28,350,0,56,2,146,0:30:00,6,5
2023-04-04 12:12:20,AI,1,0,1,0,2,1,2001-04-28,200,0,66,4,|,1:00:00,3,5
2023-04-04 12:12:21,CS,1,0,1,1,1,1,1999-10-06,400,0,69,10,1234567890,1:30:00,5,4
2023-04-04 12:12:23,Comp Sci,1,1,1,1,1,1,1999-01-22,350,0,1,2,51,1:00:00,3,1
2023-04-04 12:12:25,CS,1,1,1,1,1,0,1996-11-18,250,0,90,2,7,1:00:00,6,1
2023-04-04 12:12:29,AI,1,1,1,1,2,1,1999-07-27,300,0,50,4,2,1:00:00,4,5
2023-04-04 12:12:29,BA,1,1,1,1,1,1,2000-11-19,200,0,99,8,7,0:00:00,1,1
2023-04-04 12:12:31,CS,0,1,1,0,2,0,1981-09-17,550,0,0,5,2,21:30:00,3,3
2023-04-04 12:12:39,CS,1,0,1,1,1,1,1981-09-17,224,0,10,4,-3.14,23:00:00,1,1
2023-04-04 12:12:51,AI,0,0,1,0,1,1,1981-09-17,200,1,50,2,114514,23:30:00,1,1
2023-04-04 12:12:52,CS,1,0,1,0,7,0,1999-09-10,200,0,20,2,2020,2:30:00,0,1
2023-04-04 12:12:52,AI,1,0,1,1,1,8,2000-01-10,180,0,15,0,47,0:00:00,6,1
2023-04-04 12:12:55,CS,1,0,0,0,2,1,2000-11-19,476,0,57,3,9,23:00:00,4,3
2023-04-04 12:12:55,AI,0,0,1,1,1,1,2000-11-19,300,0,60,5,8108918957834,0:00:00,4,5
2023-04-04 12:13:15,CS,1,0,1,1,1,0,1999-05-14,400,0,30,2,748,2:00:00,1,1
2023-04-04 12:13:21,CS,1,0,1,0,2,0,1999-05-14,450,0,28,2,7,23:30:00,4,3
2023-04-04 12:13:24,CS,1,0,1,0,1,0,1994-12-02,198,0,45,0,28,23:00:00,6,1
2023-04-04 12:13:28,CS,1,0,1,0,1,1,1996-06-13,400,0,80,8,69,3:00:00,1,3
2023-04-04 12:13:31,CS,1,1,0,1,1,8,2000-07-25,200,0,70,10,67,1:00:00,5,4
2023-04-04 12:13:33,Exch,0,0,0,1,1,0,1996-12-13,400,0,70,0,13,1:09:00,0,0
2023-04-04 12:13:42,CS,1,0,1,0,2,0,1996-12-13,150,0,10,5,18,4:00:00,3,0
2023-04-04 12:14:42,AI,1,0,1,1,5,0,1996-09-04,150,1,10,5,69,4:00:00,6,6
2023-04-04 12:28:06,CS,0,1,1,1,2,0,1996-09-04,200,1,80,3,10,22:00:00,5,1
